"kode","kelurahan_kode","rw","rt","meliputi_jalan","meliputi_lorong","rt_latitude","rt_longitude"
"7371061001004001","7371061001","004","001","JL.CUMI CUMI & JL.URIP SUMOHARJO & JL.CUMI CUMI TIMUR","LORONG 1","-5.134384","119.430648"
"7371061001004002","7371061001","004","002","JL.PONTIKUNG & JL.CUMI CUMI & JL.URIP SUMOHARJO & JL.CUMI CUMI TIMUR","LORONG 1","-5.134464","119.430225"
"7371061001004003","7371061001","004","003","JL.KALUMPANG & JL.CUMI CUMI & JL.PONTIKUNG","LORONG 4","-5.133279","119.430368"
"7371061001004004","7371061001","004","004","JL.KALUMPANG & JL.CUMI CUMI & JL.PONTIKUNG","LORONG 5","-5.132364","119.430565"
"7371061002001001","7371061002","001","001","JL.MASJID RAYA & JL.VETERAN UTARA & JL.BAYAM & JL.KUBIS",,"-5.131927","119.421480"
"7371061002001002","7371061002","001","002","JL.VETERAN UTARA & JL.BAYAM & JL.KUBIS",,"-5.132971","119.421883"
"7371061002001003","7371061002","001","003","JL.BAYAM & JL.KUBIS",,"-5.133294","119.422001"
"7371061002001004","7371061002","001","004","JL.VETERAN UTARA & JL.BAYAM & JL.PS.KALIMBUNG",,"-5.133641","119.422188"
"7371061003005004","7371061003","005","004","JL.LAIYA & JL.PAJENEKANG",,"-5.130314","119.417055"
"7371061002002001","7371061002","002","001","JL.VETERAN UTARA & JL.GN.BAWAKARAENG & JL.PS.KALIMBUNG & JL.PS.TERONG",,"-5.134742","119.422958"
"7371061002002002","7371061002","002","002","JL.BAYAM & JL.PS.KALIMBUNG","LORONG 3","-5.133947","119.422717"
"7371061002002003","7371061002","002","003","JL.MENTIMUN & JL.BAYAM & JL.PS.TERONG",,"-5.134275","119.423317"
"7371061002003001","7371061002","003","001","JL.MENTIMUN & JL.BAYAM & JL.PS.TERONG & JL.BATU DOANG RAYA",,"-5.133817","119.424156"
"7371061002003002","7371061002","003","002","JL.MENTIMUN & JL.BAYAM",,"-5.133739","119.423676"
"7371061002003003","7371061002","003","003","JL.MENTIMUN & JL.BAYAM",,"-5.133463","119.423171"
"7371061002004001","7371061002","004","001","JL.MENTIMUN & JL.KUBIS & JL.PS.TERONG",,"-5.133045","119.423970"
"7371061002004002","7371061002","004","002","JL.MENTIMUN & JL.KUBIS","LORONG 3","-5.132870","119.423287"
"7371061002004003","7371061002","004","003","JL.KUBIS & JL.MENTIMUN & JL.BAYAM",,"-5.132895","119.422625"
"7371061002005001","7371061002","005","001","JL.MASJID RAYA & JL.BAYAM",,"-5.131541","119.422197"
"7371061002005002","7371061002","005","002","JL.KUBIS & JL.BAYAM",,"-5.132438","119.422266"
"7371061002005003","7371061002","005","003","JL.MASJID RAYA & JL.BAYAM",,"-5.132018","119.422751"
"7371061002005004","7371061002","005","004","JL.LOBAK & JL.KUBIS & JL.MASJID RAYA",,"-5.131562","119.423104"
"7371061002006001","7371061002","006","001","JL.LOBAK & JL.KANGKUNG & JL.KUBIS",,"-5.132272","119.423584"
"7371061002006002","7371061002","006","002","JL.KANGKUNG & JL.PS.TERONG & JL.KUBIS",,"-5.132363","119.424158"
"7371061002006003","7371061002","006","003","JL.MASJID RAYA & JL.PS.TERONG & JL.KANGKUNG & JL.LOBAK",,"-5.131663","119.424079"
"7371061003001001","7371061003","001","001","JL.MESJID RAYA & JL.GN.LATIMOJONG & JL.GN.LATIMOJONG I & JL.VETERAN UTARA",,"-5.131471","119.419819"
"7371061003001002","7371061003","001","002","JL.GN.LATIMOJONG II & JL.GN.LATIMOJONG & JL.GN.LATIMOJONG I & JL.VETERAN UTARA",,"-5.131782","119.420478"
"7371061003001003","7371061003","001","003","JL.GN.LATIMOJONG II & JL.GN.LATIMOJONG & JL.GN.LATIMOJONG III & JL.VETERAN UTARA",,"-5.132561","119.419823"
"7371061003001004","7371061003","001","004","JL.GN.LATIMOJONG II & JL.VETERAN UTARA",,"-5.132548","119.420965"
"7371061003001005","7371061003","001","005","JL.GN.LATIMOJONG II & JL.VETERAN UTARA",,"-5.132969","119.420600"
"7371061003002001","7371061003","002","001","JL.GN.LATIMOJONG & JL.VETERAN UTARA & JL.GN.BAWAKARAENG","LORONG 103","-5.134444","119.420727"
"7371061003002002","7371061003","002","002","JL.GN.LATIMOJONG & JL.VETERAN UTARA & JL.GN.LATIMOJONG III","LORONG 103","-5.133716","119.420762"
"7371061003003001","7371061003","003","001","JL.GN.LATIMOJONG & JL.SUNGAI CEREKANG & JL.GN.BAWAKARAENG",,"-5.134777","119.418799"
"7371061003003002","7371061003","003","002","JL.GN.LATIMOJONG & JL.MANURUKI VI","LORONG 4","-5.134163","119.418347"
"7371061003003003","7371061003","003","003",,"LORONG 95","-5.134362","119.418855"
"7371061003003004","7371061003","003","004","JL.GN.LATIMOJONG & JL.SUNGAI CEREKANG & JL.BULU SARAUNG SQUARE & JL.GN.BULU SARAUNG & JL.JEND.M.YUSUF","LORONG 95","-5.132902","119.418702"
"7371061003004001","7371061003","004","001","JL.LAIYA & JL.ANDALAS & JL.MASJID RAYA & JL.MONGINSIDI & JL.PANTIBU & JL.GN.BULU SARAUNG & JL.JEND.M.YUSUF",,"-5.130730","119.418713"
"7371061003004002","7371061003","004","002","JL.LAIYA & JL.PAJENEKANG & JL.BONTO SUA & JL.ANUANG & JL.KOMP PASAR BUTUNG & JL.GN.BULU SARAUNG & JL.JEND.M.YUSUF",,"-5.130656","119.418013"
"7371061003005001","7371061003","005","001","JL.LAIYA III & JL.PAJENEKANG & JL.GN.BULU SARAUNG & JL.JEND.M.YUSUF",,"-5.131490","119.417387"
"7371061003005002","7371061003","005","002","JL.KAPTEN PATTIMURA & JL.PAJENEKANG & JL.LAGA LIGO & JL.IR.SUTAMI & JL.MANGGIS",,"-5.130806","119.417104"
"7371061003005003","7371061003","005","003","JL.LAIYA III & JL.AMANAGAPPA & JL.A.MALLOBASSONG & JL.JLAIYA",,"-5.130645","119.416466"
"7371061004001001","7371061004","001","001","JL.ANDALAS & JL.MASJID RAYA & JL.BANDANG","LORONG 126 H","-5.130401","119.420091"
"7371061004001002","7371061004","001","002","JL.ANDALAS","LORONG BERSINAR & LORONG 126 H","-5.129681","119.419421"
"7371061004001003","7371061004","001","003","JL.ANDALAS","LORONG BERSINAR & LORONG 126 F","-5.129419","119.419438"
"7371061004001004","7371061004","001","004","JL.ANDALAS","LORONG 126 E & LORONG 126 F","-5.128926","119.419317"
"7371061004001005","7371061004","001","005","JL.ANDALAS & JL. RAPPO RAPPO","LORONG 126 D","-5.128185","119.419086"
"7371061004001006","7371061004","001","006","JL.BANDANG & JL. RAPPO RAPPO","LORONG 126 D & LORONG 126 E & LORONG 126 F & LORONG 126 G","-5.128891","119.419926"
"7371061004002001","7371061004","002","001","JL.BANDANG & JL.MASJID RAYA & JL.LAMURU & JL.BANDANG XIV",,"-5.130198","119.420958"
"7371061004002002","7371061004","002","002","JL.BANDANG & JL.BANDANG XIII & JL.LAMURU & JL.BANDANG XIV",,"-5.129253","119.420642"
"7371061004002003","7371061004","002","003","JL.SEMBILAN & JL.MASJID RAYA & JL.LAMURU",,"-5.130193","119.421675"
"7371061004002004","7371061004","002","004","JL.SEMBILAN & JL.LAMURU",,"-5.129280","119.421353"
"7371061004003001","7371061004","003","001","JL.SEMBILAN & JL.MASJID RAYA",,"-5.130078","119.422465"
"7371061004003002","7371061004","003","002","JL.SEMBILAN & JL.SEMBILAN I","LORONG 1","-5.129357","119.422685"
"7371061004003003","7371061004","003","003","JL.SEMBILAN",,"-5.129314","119.422024"
"7371061004003004","7371061004","003","004","JL.SEMBILAN",,"-5.128876","119.422198"
"7371061005001001","7371061005","001","001","JL.MASJID RAYA & JL.KANDEA","LORONG 108 A","-5.130543","119.423646"
"7371061005001002","7371061005","001","002","JL.MASJID RAYA","LORONG 108 A","-5.130437","119.423208"
"7371061005001003","7371061005","001","003",,"LORONG 108 A","-5.129594","119.423356"
"7371061005001004","7371061005","001","004","JL.KANDEA","LORONG 108 A","-5.297586","119.423728"
"7371061005001005","7371061005","001","005","JL KANDEA & JL.MASJID RAYA",,"-5.129942","119.425023"
"7371061005002001","7371061005","002","001","JL.KANDEA & JL.KANDEA III","LORONG 2","-5.129044","119.423640"
"7371061005002002","7371061005","002","002","JL.KANDEA","LORONG 107","-5.128464","119.423639"
"7371061005002003","7371061005","002","003","JL.KANDEA","LORONG 107","-5.129020","119.423203"
"7371061005002004","7371061005","002","004","JL.KANDEA & JL.KANDEA III & JL.KANDEA II","LORONG 107","-5.128463","119.423115"
"7371061005003001","7371061005","003","001","JL.KANDEA III","LORONG 1 & LORONG 2 & LORONG 3 & LORONG SANGKALA","-5.127349","119.424902"
"7371061005003002","7371061005","003","002","JL.KANDEA","LORONG GJ.WOLHOOF","-5.127908","119.425145"
"7371061005003003","7371061005","003","003","JL.KANDEA & JL.KANDEA III","LORONG 1 & LORONG 2 & LORONG 3","-5.127823","119.424148"
"7371061005004001","7371061005","004","001","JL.KANDEA III","LORONG 2 & LORONG 3","-5.126494","119.423913"
"7371061005004002","7371061005","004","002",,"LORONG 2 & LORONG 3","-5.126719","119.424691"
"7371061005004003","7371061005","004","003",,"LORONG 3","-5.127294","119.424667"
"7371061005004004","7371061005","004","004","JL.KANDEA III","LORONG 3","-5.127132","119.424088"
"7371061005005001","7371061005","005","001","JL.KANDEA & JL.KANDEA III","LORONG 5 & LORONG 116 & LORONG 107","-5.127687","119.423591"
"7371061005005002","7371061005","005","002","JL.KANDEA III","LORONG 107 & KIP 5 & KIP 7 A","-5.127578","119.422983"
"7371061005005003","7371061005","005","003","JL.KANDEA","LORONG 116 & LORONG 107","-5.128045","119.423102"
"7371121001005007","7371121001","005","007","JL.MANGGALA RAYA",,"-5.168047","119.499008"
"7371061005006001","7371061005","006","001","JL.BUNGA EJAYA","LORONG 116 A & KIP 7 A","-5.126606","119.422987"
"7371061005006002","7371061005","006","002","JL.KANDEA III","KIP 5 & KIP 7 A","-5.126973","119.423485"
"7371061005006003","7371061005","006","003","JL.KANDEA III","KIP 7 A & LORONG 116 A & LORONG 107","-5.127080","119.422659"
"7371061006001001","7371061006","001","001","JL.TINUMBU","LORONG 142 & LORONG 144","-5.123259","119.420184"
"7371061006001002","7371061006","001","002","JL.TINUMBU","LORONG 144","-5.122752","119.420260"
"7371061006001003","7371061006","001","003","JL.TINUMBU & JL.TINUMBU DALAM","LORONG 148 & LORONG 144","-5.122415","119.420737"
"7371061006001004","7371061006","001","004","JL.TINUMBU & JL.TINUMBU DALAM","LORONG 142 & LORONG 144","-5.123299","119.420602"
"7371061006001005","7371061006","001","005","JL.TINUMBU & JL.TINUMBU DALAM","LORONG 142 & LORONG 142 B","-5.123413","119.421070"
"7371061006001006","7371061006","001","006","JL.TINUMBU","LORONG 142 & LORONG 142 B","-5.123485","119.421738"
"7371061006001007","7371061006","001","007","JL.TINUMBU","LORONG 148 & LORONG 148 B","-5.123060","119.421928"
"7371061006002001","7371061006","002","001","JL.TINUMBU","LORONG 148 & LORONG 148 A & LORONG 149","-5.121839","119.420410"
"7371061006002002","7371061006","002","002","JL.TINUMBU","LORONG 148 & LORONG 149","-5.121895","119.420891"
"7371061006002003","7371061006","002","003","JL.TINUMBU & JL.TINUMBU DALAM","LORONG 148 & LORONG 149","-5.122070","119.421460"
"7371061006002004","7371061006","002","004","JL.TINUMBU & JL.TINUMBU DALAM","LORONG 144 & LORONG 148 & LORONG 132","-5.122612","119.421158"
"7371061006002005","7371061006","002","005","JL.TINUMBU","LORONG 142 & LORONG 148","-5.122701","119.421535"
"7371061006003001","7371061006","003","001","JL.SIBULA DALAM & JL.TINUMBU","LORONG 149 & LORONG 148","-5.121213","119.420552"
"7371061006003002","7371061006","003","002","JL.TINUMBU & JL.TINUMBU DALAM & JL.SIBULA DALAM","LORONG 149 & LORONG 148 A","-5.121175","119.421186"
"7371061006003003","7371061006","003","003","JL.TINUMBU & JL.TINUMBU DALAM & JL.UJUNG","LORONG 149","-5.121536","119.421678"
"7371061006003004","7371061006","003","004","JL.TINUMBU & JL.TINUMBU DALAM","LORONG 149 & LORONG 149 C","-5.121710","119.422149"
"7371061006004001","7371061006","004","001","JL.TINUMBU & JL.SIBULA DALAM",,"-5.120199","119.420616"
"7371061006004002","7371061006","004","002","JL.TINUMBU & JL.SIBULA DALAM",,"-5.119729","119.421064"
"7371061006004003","7371061006","004","003","JL.SIBULA DALAM I & JL.TINUMBU DALAM & JL.SIBULA DALAM","LORONG 1 & LORONG 2","-5.120574","119.421135"
"7371061006004004","7371061006","004","004","JL.SIBULA DALAM I & JL.TINUMBU DALAM & JL.SIBULA DALAM","LORONG 1","-5.120206","119.421369"
"7371061006004005","7371061006","004","005","JL.TINUMBU DALAM","LORONG 2","-5.120409","119.421939"
"7371061006004006","7371061006","004","006","JL.TINUMBU DALAM","LORONG 1","-5.120715","119.421900"
"7371061006004007","7371061006","004","007","JL.TINUMBU DALAM",,"-5.120948","119.421812"
"7371061006005001","7371061006","005","001","JL.TINUMBU & JL.SIBULA DALAM",,"-5.119047","119.421131"
"7371061006005002","7371061006","005","002","JL.TINUMBU & JL.SIBULA DALAM",,"-5.118693","119.421277"
"7371061006005003","7371061006","005","003","JL.TINUMBU DALAM & JL.SIBULA DALAM",,"-5.119728","119.421542"
"7371061006005004","7371061006","005","004","JL.TINUMBU DALAM","LORONG 2","-5.119874","119.421881"
"7371061006005005","7371061006","005","005","JL.TINUMBU DALAM","LORONG 3","-5.119504","119.421987"
"7371061006005006","7371061006","005","006","JL.TINUMBU DALAM","LORONG 2","-5.120001","119.422170"
"7371061006006001","7371061006","006","001","JL.PANAMPU & JL.TINUMBU & JL.SIBULA DALAM",,"-5.118280","119.421566"
"7371061006006002","7371061006","006","002","JL.PANAMPU & JL.SIBULA DALAM",,"-5.117994","119.421737"
"7371061010003002","7371061010","003","002","JLMENTIMUN","LORONG 46","-5.134019","119.426159"
"7371061006006003","7371061006","006","003","JL.PANAMPU & JL.SIBULA DALAM","LORONG 132 J","-5.117425","119.421976"
"7371061006006004","7371061006","006","004","JL.SIBULA DALAM","LORONG 4","-5.118525","119.422139"
"7371061007001001","7371061007","001","001","JL.BANDANG & JL.BURU & JL.TINUMBU",,"-5.125662","119.419714"
"7371091002004011","7371091002","004","011","JL.ANGKASA VI",,"-5.137254","119.456449"
"7371061007001002","7371061007","001","002","JL.BANDANG & JL.BANDANG II & JL.BANDANG III & JL.BANDANG IV & JL.BANDANG V & JL.BURU & JL.TINUMBU",,"-5.124067","119.419355"
"7371061007001003","7371061007","001","003","JL.BANDANG & JL.BANDANG II & JL.BANDANG III & JL.BANDANG I & JL.TINUMBU",,"-5.123005","119.419133"
"7371061007001004","7371061007","001","004","JL.UJUNG & JL.BANDANG & JL.TINUMBU & JL.BANDANG I",,"-5.122640","119.419105"
"7371061007002001","7371061007","002","001","JL.BANDANG & JL.ANDALAS & JL.BURU & JL.TINUMBU",,"-5.125438","119.418736"
"7371061007002002","7371061007","002","002","JL.BANDANG & JL.ANDALAS & JL.BURU & JL.UJUNG",,"-5.123911","-51.123911"
"7371061007002003","7371061007","002","003","JL.UJUNG & JL.YOS USDARSO","LORONG BUNTU","-5.122082","119.418171"
"7371061007002004","7371061007","002","004","JL.UJUNG","LORONG 151","-5.121989","119.418724"
"7371061007003001","7371061007","003","001","JL.TINUMBU & JL.YOS SUDARSO","LORONG 154","-5.120766","119.419921"
"7371061007003002","7371061007","003","002","JL.UJUNG & JL.YOS SUDARSO","LORONG 151 & LORONG 154","-5.120669","119.419305"
"7371061007003003","7371061007","003","003","JL.UJUNG","LORONG 151 & LORONG 150","-5.121115","119.419273"
"7371061007003004","7371061007","003","004","JL.UJUNG","LORONG 150 & LORONG 150 A","-5.121184","119.419854"
"7371061007003005","7371061007","003","005","JL.UJUNG","LORONG 150 & LORONG 150 A & LORONG 151","-5.121504","119.419146"
"7371061007003006","7371061007","003","006","JL.UJUNG","LORONG 150 A","-5.122057","119.419703"
"7371061007004001","7371061007","004","001","JL.YOS SUDARSO","LORONG 153","-5.120727","119.417890"
"7371061007004002","7371061007","004","002","JL.YOS SUDARSO","LORONG 151","-5.120459","119.417906"
"7371061007004003","7371061007","004","003","JL.YOS SUDARSO I & JL.UJUNG & JL.YOS SUDARSO II","LORONG 151 & LORONG 153 & LORONG 154","-5.120685","119.418666"
"7371061007004004","7371061007","004","004","JL.YOS SUDARSO","LORONG 153","-5.121180","119.417968"
"7371061007004005","7371061007","004","005","JL.UJUNG","LORONG 151 & LORONG 153","-5.121344","119.418610"
"7371061008001001","7371061008","001","001","JL.BANDANG & JL.ANDALAS & JL.TINUMBU","LORONG 126 A","-5.126663","119.418787"
"7371061008001002","7371061008","001","002","JL.RAPPO RAPPO & JL.ANDALAS","LORONG 126 B","-5.127446","119.419036"
"7371061008001003","7371061008","001","003","JL.RAPPO RAPPO & JL.BANDANG",,"-5.127391","119.419382"
"7371061008002001","7371061008","002","001","JL.TINUMBU & JL.BANDANG",,"-5.126952","119.419878"
"7371061008002002","7371061008","002","002","JL.TINUMBU & JL.LAMURU",,"-5.126769","119.420190"
"7371061008002003","7371061008","002","003","JL.LAMURU","LORONG 118 A & LORONG 118 B & LORONG 118 C","-5.127010","119.420550"
"7371061008002004","7371061008","002","004","JL.BUNGA EJAYA & JL.LAMURU","LORONG 118 C","-5.126497","119.420732"
"7371061008002005","7371061008","002","005","JL.KANDEA","LORONG 118 & LORONG 118 B & LORONG 118 A","-5.127064","119.420891"
"7371061008003001","7371061008","003","001","JL.BANDANG & JL.LAMURU",,"-5.127726","119.420213"
"7371061008003002","7371061008","003","002","JL.KANDEA & JL.LAMURU","LORONG 118","-5.128017","119.420841"
"7371061008003003","7371061008","003","003","JL.KANDEA","LORONG 118 & LORONG 116 A","-5.127534","119.421224"
"7371061008003004","7371061008","003","004","JL.KANDEA","LORONG 118 & LORONG 107","-5.127958","119.421260"
"7371071007004001","7371071007","004","001",,,"-5.102644","119.442314"
"7371061008003005","7371061008","003","005","JL.KANDEA","LORONG 116 & LORONG 118 B & LORONG 118","-5.128119","119.421756"
"7371061008003006","7371061008","003","006","JL.KANDEA & JL.KANDEA II","LORONG 118 & LORONG 118 B","-5.127811","119.421875"
"7371061008003007","7371061008","003","007","JL.KANDEA","LORONG 116 A & LORONG 118","-5.127325","119.421899"
"7371061008003008","7371061008","003","008","JL.KANDEA III","LORONG 107 & LORONG 116","-5.127780","119.422494"
"7371061008004001","7371061008","004","001","JL.SEMBILAN & JL.LAMURU & JL.KANDEA",,"-5.128546","119.421426"
"7371061008004002","7371061008","004","002","JL.KANDEA","LORONG 107 & LORONG 116","-5.128612","119.422555"
"7371061008004003","7371061008","004","003","JL.KANDEA","LORONG 116","-5.128198","119.422447"
"7371061008005001","7371061008","005","001","JL.KANDEA & JL.BUNGA EJAYA","LORONG 118 C","-5.126680","119.421578"
"7371061008005002","7371061008","005","002",,"LORONG 116 A & LORONG 118 A & LORONG 118","-5.127113","119.421316"
"7371061008005003","7371061008","005","003","JL.BUNGA EJAYA","LORONG 116 A","-5.126766","119.421953"
"7371061008005004","7371061008","005","004","JL.KANDEA II & JL.BUNGA EJAYA","LORONG 116 A","-5.126715","119.422192"
"7371061008005005","7371061008","005","005","JL.KANDEA III","LORONG 116 A & LORONG 107","-5.127113","119.422469"
"7371061009001001","7371061009","001","001","JL.DIPENOGORO & JL.KAPOPOSANG & JL.PAJENEKANG","LORONG 118","-5.127073","119.416843"
"7371061009001002","7371061009","001","002","JL.SATANGNGA & JL.LAMPUTANG & JL.PAJENEKANG",,"-5.128242","119.416955"
"7371061009001003","7371061009","001","003","JL.SATANGNGA & JL.LAMPUTANG","LORONG 35","-5.128350","119.416400"
"7371061009001004","7371061009","001","004","JL.DIPENOGORO & JL.KAPOPOSANG & JL.SATANGNGA","LORONG 131","-5.127715","119.416319"
"7371061009001005","7371061009","001","005","JL.PAJENEKANG & JL.KAPOPOSANG & JL.SATANGNGA","LORONG 131 & LORONG 24","-5.127662","119.416914"
"7371061009002001","7371061009","002","001","JL.DIPENOGORO & JL.KAPOPOSANG & JL.PAJENEKANG & JL.ANDALAS","LORONG 130 & LORONG 128","-5.127007","119.417923"
"7371061009002002","7371061009","002","002","JL.PAJENEKANG & JL.KAPOPOSANG & JL.SATANGNGA & JL.DURIAN","LORONG 130","-5.127578","119.417463"
"7371061009002003","7371061009","002","003","JL.SATANGNGA & JL.KAPOPOSANG & JL.ANDALAS",,"-5.127579","119.418079"
"7371061009002004","7371061009","002","004","JL.PAJENEKANG & JL.LAMPUTANG & JL.SATANGNGA & JL.ANDALAS",,"-5.128237","119.418014"
"7371061009003001","7371061009","003","001","JL.LAIYA & JL.LAMPUTANG & JL.ANDALAS",,"-5.129213","119.418385"
"7371061009003002","7371061009","003","002","JL.LAIYA & JL.LAMPUTANG & JL.PAJENEKANG",,"-5.129205","119.417822"
"7371061009004001","7371061009","004","001","JL.LAMPUTANG & JL.PAJENEKANG","LORONG KB","-5.128797","119.416398"
"7371061009004002","7371061009","004","002","JL.LAIYA & JL.KH RAMLI",,"-5.129731","119.416398"
"7371061009004003","7371061009","004","003","JL.LAIYA & JL.PAJENEKANG",,"-5.129322","119.417108"
"7371061009004151","7371061009","004","151","JL.LAIYA",,"-5.129831","119.416878"
"7371061010001001","7371061010","001","001","JL.MASJID RAYA & JL.PS.TERONG",,"-5.132007","119.425094"
"7371061010001002","7371061010","001","002","JL.KUBIS & JL.PS.TERONG & JL.MENTIMUN","LORONG 5","-5.133383","119.424922"
"7371061010001003","7371061010","001","003","JL.LABU & JL.KUBIS & JL.MENTIMUN & JL.MASJID RAYA",,"-5.133131","119.425701"
"7371061010002001","7371061010","002","001","JL.GN.BAWAKARAENG & JL.PS.TERONG & JL.BAYAM",,"-5.134665","119.424823"
"7371061010002002","7371061010","002","002","JL.BAYAM & JL.MENTIMUN",,"-5.134060","119.425449"
"7371061010002003","7371061010","002","003","JL.MENTIMUN & JL.PS.TERONG & JL.BAYAM","LORONG 7","-5.133731","119.424739"
"7371061010003001","7371061010","003","001","JL.GN.BAWAKARAENG & JL.MENTIMUN & JL.LABU",,"-5.134667","119.425672"
"7371061010003003","7371061010","003","003","JL.GN.BAWAKARAENG & JL.LABU","LORONG 75 C","-5.134415","119.426382"
"7371061010003004","7371061010","003","004","JL.GN.BAWAKARAENG & JL.MENTIMUN & JL.KANGKUNG TIMUR","LORONG 75 C","-5.134310","119.426826"
"7371061010004001","7371061010","004","001","JL.LABU & JL.MENTIMUN & JL.KANGKUNG TIMUR & JL.KUBIS",,"-5.133474","119.426156"
"7371061010004002","7371061010","004","002","JL.LABU & JL.MASJID RAYA & JL.KANGKUNG TIMUR & JL.KUBIS",,"-5.132748","119.426399"
"7371091003008002","7371091003","008","002","JL. CAMPAGAYYA",,"-5.145937","119.462928"
"7371061010004003","7371061010","004","003","JL.GN.BAWAKARAENG & JL.MASJID RAYA & JL.KANGKUNG TIMUR",,"-5.134730","119.427392"
"7371061011001001","7371061011","001","001","JL.TINUMBU & JL.BUNGA EJAYA & JL.TINUMBU I",,"-5.126095","119.420515"
"7371061011001002","7371061011","001","002","JL.TINUMBU & JL.TINUMBU I","LORONG BUNTU & LORONG 2","-5.125249","119.420590"
"7371061011001003","7371061011","001","003","JL.TINUMBU & JL.BUNGA EJAYA","LORONG 132 A","-5.125841","119.421017"
"7371061011001004","7371061011","001","004","JL.BUNGA EJAYA","LORONG 1 & LORONG 2","-5.125911","119.421384"
"7371061011001005","7371061011","001","005","JL.BUNGA EJAYA","LORONG 3 & LORONG 2","-5.125890","119.421722"
"7371061011002001","7371061011","002","001","JL.BUNGA EJAYA","LORONG 3 & LORONG 4","-5.125874","119.422105"
"7371061011002002","7371061011","002","002","JL.BUNGA EJAYA","LORONG 3","-5.125168","119.422205"
"7371061011002003","7371061011","002","003","JL.TINUMBU LORONG & JL.BUNGA EJAYA","LORONG 4","-5.125672","119.422543"
"7371061011002004","7371061011","002","004","JL.BUNGA EJAYA",,"-5.126190","119.422910"
"7371061011003001","7371061011","003","001","JL.TINUMBU","LORONG 132 & LORONG 135","-5.124414","119.420254"
"7371061011003002","7371061011","003","002","JL.TINUMBU","LORONG 132 & LORONG 135","-5.124654","119.420609"
"7371061011003003","7371061011","003","003","JL.TINUMBU","LORONG 2 & LORONG 132","-5.124871","119.421042"
"7371061011003004","7371061011","003","004","JL.TINUMBU","LORONG 132 & LORONG 135 C","-5.125113","119.421371"
"7371061011003005","7371061011","003","005","JL.TINUMBU I & JL.BUNGA EJAYA","LORONG 132 & LORONG 3","-5.125311","119.421698"
"7371061011003006","7371061011","003","006","JL.TINUMBU & JL.BUNGA EJAYA","LORONG 132 & LORONG 142 & LORONG 135","-5.124826","119.421743"
"7371061011004001","7371061011","004","001","JL.TINUMBU","LORONG 132 & LORONG 142","-5.123854","119.420457"
"7371061011004002","7371061011","004","002","JL.TINUMBU","LORONG 142","-5.123838","119.421202"
"7371061011004003","7371061011","004","003","JL.TINUMBU","LORONG 132 & LORONG 135 C","-5.124274","119.421087"
"7371061011004004","7371061011","004","004","JL.TINUMBU","LORONG 142","-5.123904","119.421753"
"7371061011004005","7371061011","004","005","JL.TINUMBU","LORONG 135 C","-5.124326","119.421783"
"7371061011004006","7371061011","004","006","JL.TINUMBU","LORONG 142","-5.124114","119.422179"
"7371061012001001","7371061012","001","001","JL.GAU & JL.PONTIKUNG & JL.ANDI TADDE & JL.SULTAN DG","LORONG 6 A","-5.130699","119.429867"
"7371061012001002","7371061012","001","002","JL.ANDI TADDE I & JL.SULTAN DG",,"-5.131510","119.429087"
"7371061012001003","7371061012","001","003","JL.SUNU & JL.SULTAN DG & JL.PETTA PUNGGAWA","LORONG 3 B","-5.131307","119.428353"
"7371061012001004","7371061012","001","004","JL.SUNU & JL.MASJID RAYA",,"-5.131808","119.427001"
"7371061012001005","7371061012","001","005","JL.SUNU & JL.MASJID RAYA & JL.LACCUKANG & JL.SULTAN DG",,"-5.132381","119.427406"
"7371061012002001","7371061012","002","001","JL.PETTA PUNGGAWA",,"-5.130499","119.428148"
"7371061012002002","7371061012","002","002","JL.PETTA PUNGGAWA & JL.ANDI TADDE & JL.LANGGAU & JL.KANDEA III","LORONG 5 & LORONG 6","-5.130100","119.428683"
"7371061012002003","7371061012","002","003","JL.AL MARKAZ AL ISLAMI & JL.SUNU & JL.PETTA PUNGGAWA & JL.LANGGAU",,"-5.129939","119.426871"
"7371061012002004","7371061012","002","004","JL.SUNU & JL.MASJID RAYA & JL.PETTA PUNGGAWA",,"-5.131030","119.427369"
"7371061012002005","7371061012","002","005","JL.ANDI TADDE & JL.ANDI TADDE I & JL.PETTA PUNGGAWA & JL.SULTAN DG","LORONG 2 & LORONG 4","-5.130921","119.428998"
"7371061012003001","7371061012","003","001","JL.PETTA PUNGGAWA & JL.ANDI TADDE & JL.LANGGAU","LORONG 1 & LORONG 9","-5.129611","119.429318"
"7371061012003002","7371061012","003","002","JL.PETTA PUNGGAWA & JL.ANDI TADDE","LORONG 9","-5.129289","119.429305"
"7371061012003003","7371061012","003","003","JL.PETTA PUNGGAWA & JL.SUNU & JL.DATUK RIBANDANG","LORONG 7","-5.128515","119.428545"
"7371061012003004","7371061012","003","004","JL.AL MARKAZ AL ISLAMI & JL.SUNU & JL.DATUK RIBANDANG & JL.LANGGAU","LORONG 7","-5.128560","119.427463"
"7371061012004001","7371061012","004","001","JL.PONTIKUNG & JL.KALUMPANG & JL.SULTAN DG","LORONG 6","-5.131392","119.430572"
"7371061012004002","7371061012","004","002","JL.PONTIKUNG & JL.KALUMPANG & JL.LANGGAU","LORONG 9","-5.130527","119.430610"
"7371061012004003","7371061012","004","003","JL.KALUMPANG & JL.LANGGAU","LORONG 5 & LORONG 9 & LORONG 7","-5.130547","119.431236"
